,county,state,lat,lon,year,date,disastertype,declarationtitle
3173,Holmes County,MS,33.1018124,-90.0656168,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3174,Humphreys County,MS,33.1282074,-90.5408182,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3175,Issaquena County,MS,32.6773851,-91.0097866,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3176,Itawamba County,MS,34.2774018,-88.3713687,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3177,Jackson County,MS,30.4899024,-88.6486325,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3178,Jasper County,MS,32.0216075,-89.1132111,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3179,Jefferson County,MS,31.7256789,-91.0335766,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3180,Jefferson Davis County,MS,31.5576951,-89.8386843,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3181,Jones County,MS,31.6058959,-89.1636245,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3182,Kemper County,MS,32.7307497,-88.6604179,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3183,Lafayette County,MS,34.3519035,-89.4664677,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3184,Lamar County,MS,31.2109862,-89.5152337,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3185,Lauderdale County,MS,32.3905206,-88.689636,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3186,Lawrence County,MS,31.5129753,-90.1205396,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3187,Leake County,MS,32.7401114,-89.5241292,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3188,Lee County,MS,34.265749,-88.6913264,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3189,Leflore County,MS,33.5244154,-90.288095,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3190,Lincoln County,MS,31.4885409,-90.4480916,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3191,Lowndes County,MS,33.4466925,-88.4108384,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3192,Madison County,MS,32.6308318,-90.0040817,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3193,Marion County,MS,31.2247688,-89.8217717,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3194,Marshall County,MS,34.7329208,-89.4725635,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3195,Monroe County,MS,33.8884929,-88.4747009,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3196,Montgomery County,MS,33.5074528,-89.6182472,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3197,Neshoba County,MS,32.7237573,-89.103199,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3198,Newton County,MS,32.3882835,-89.1317486,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3199,Noxubee County,MS,33.1190254,-88.5916703,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3200,Oktibbeha County,MS,33.4131096,-88.8937318,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3201,Panola County,MS,34.3793392,-89.9601925,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3202,Pearl River County,MS,30.7761604,-89.5984726,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3203,Perry County,MS,31.153317,-88.9830577,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3204,Pike County,MS,31.1712493,-90.4093394,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3205,Pontotoc County,MS,34.2114655,-89.0382651,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3206,Prentiss County,MS,34.6222512,-88.5153286,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3207,Quitman County,MS,34.1920186,-90.2946542,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3208,Rankin County,MS,32.2338702,-89.9484651,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3209,Scott County,MS,32.3805744,-89.5092509,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3210,Sharkey County,MS,32.8742585,-90.8478339,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3211,Simpson County,MS,31.8919593,-89.9323619,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3212,Smith County,MS,32.0018336,-89.4877278,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3213,Stone County,MS,30.7843863,-89.1342764,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3214,Sunflower County,MS,33.4980504,-90.602067,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3215,Tallahatchie County,MS,33.9414425,-90.1577411,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3216,Tate County,MS,34.6391136,-89.9335244,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3217,Tippah County,MS,34.7296814,-88.9119403,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3218,Tishomingo County,MS,34.7238634,-88.2268403,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3219,Tunica County,MS,34.6398783,-90.3623833,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3220,Union County,MS,34.4834555,-88.9789198,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3221,Walthall County,MS,31.1241919,-90.1197687,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3222,Warren County,MS,32.3649516,-90.7975574,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3223,Washington County,MS,33.2626706,-90.9183546,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3224,Wayne County,MS,31.6212491,-88.6858852,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3225,Webster County,MS,33.6197203,-89.2646598,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3226,Wilkinson County,MS,31.1371924,-91.3329359,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3227,Winston County,MS,33.0603103,-89.0495278,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3228,Yalobusha County,MS,34.0213455,-89.6991703,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3229,Yazoo County,MS,32.770896,-90.4120889,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3230,Pueblo of Acoma,NM,34.8969052,-107.5817815,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3231,Alamo Navajo Indian Reservation,NM,34.414198549999995,-107.47210222737282,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3233,Canoncito Indian Reservation,NM,35.0685768,-107.57069124350943,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3238,Mescalero Tribe,NM,33.15692615,-105.77035903682332,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3242,Pueblo of Picuris,NM,36.199061,-105.70741550820712,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3243,Pueblo of Pojoaque,NM,35.8823306,-106.0121016,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3246,Pueblo of San Felipe,NM,35.436167,-106.42470780044732,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3252,Pueblo of Santa Ana,NM,35.3466345,-106.52556774059548,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3254,Pueblo of Santa Clara,NM,35.9655099,-106.0885007,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3262,Pueblo of Taos,NM,36.4381878,-105.5474245,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3265,Bernalillo County,NM,35.0349239,-106.6870693,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3267,Catron County,NM,33.9026943,-108.3800825,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3268,Cibola County,NM,34.8722771,-107.9398474,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3269,Colfax County,NM,36.5571762,-104.6118941,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3270,Curry County,NM,34.5220133,-103.3099435,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3271,DeBaca County,NM,33.95198,-104.345562,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3272,Chaves County,NM,33.2993426,-104.5133481,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3273,Dona Ana County,NM,32.32817,-106.8494235,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3274,Eddy County,NM,32.4003136,-104.3452596,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3275,Grant County,NM,32.7548776,-108.3634144,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3276,Harding County,NM,35.8996832,-103.7873945,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3277,Hidalgo County,NM,31.801493,-108.7598468,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3278,Lincoln County,NM,33.7525727,-105.4158806,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3279,Guadalupe County,NM,34.8980615,-104.8282135,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3280,Lea County,NM,32.7448727,-103.3828242,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3281,Luna County,NM,32.1345966,-107.7682754,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3282,McKinley County,NM,35.6438394,-108.1515609,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3283,Los Alamos County,NM,35.8585475,-106.317166,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3284,Mora County,NM,35.972232,-104.9132218,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3285,Otero County,NM,32.5059533,-105.8063662,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3286,Rio Arriba County,NM,36.5488273,-106.8155233,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3287,Roosevelt County,NM,33.972525,-103.4933903,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3288,Sandoval County,NM,35.5910806,-106.8472167,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3289,Quay County,NM,35.1439219,-103.4183431,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3290,San Juan County,NM,36.4755752,-108.3046555,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3291,San Miguel County,NM,35.470043,-104.7946178,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3292,Sierra County,NM,33.1165937,-107.2569421,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3293,Socorro County,NM,33.9904719,-106.9220832,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3294,Torrance County,NM,34.6356278,-105.9059678,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3295,Santa Fe County,NM,35.4859674,-106.0135507,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3296,Union County,NM,36.3985203,-103.4132264,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3297,Valencia County,NM,34.7325886,-106.8503919,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3298,Taos County,NM,36.4925795,-105.6812782,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3299,Kent County,DE,39.1156594,-75.484116,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3300,Sussex County,DE,38.6908097,-75.3691421,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3301,New Castle County,DE,39.6159851,-75.662956,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3303,Cedar Lake Township of,SD,44.3544305,-99.2631604,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3307,Emanuel Township of,SD,42.872593,-97.944694,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3308,Franklin Township of,SD,45.7074765,-98.6628773,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3309,Jackson Township of,SD,46.06622385,-97.94554824011388,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3310,Avon Township of,SD,43.0049954,-98.0597954,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3311,Jefferson Township of,SD,42.6024951,-96.5591992,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3313,Springfield Township of,SD,40.75983075,-82.6260788660742,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3314,Running Water Township of,SD,42.769926,-97.983787,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3315,Scotland Township of,SD,43.149715,-97.717567,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3316,Fairview Township of,SD,43.399399,-99.265805,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3317,Valley Township of,SD,43.9599896,-102.0837659,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3318,Grand Valley Township of,SD,43.9599896,-102.0837659,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3319,Liberty Township of,SD,46.5797733,-97.59479266977614,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3320,Tabor Township of,SD,42.9486088,-97.658954,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3321,Washington Township of,SD,43.399399,-99.265805,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3323,Eden Township of,SD,45.6166221,-97.4198154,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3324,Monroe Township of,SD,41.1485167,-75.575079,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3325,Cottonwood Township of,SD,45.15674,-103.014321,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3326,Riverside Township of,SD,43.399399,-99.265805,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3327,Little Oak Township of,SD,43.9599896,-102.0837659,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3329,McLaughlin Township of,SD,45.814443,-100.810411,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3331,Thunder Hawk Township of,SD,45.9383341,-101.9748682,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3332,Walker Township of,SD,40.4587283,-78.0643077,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3333,Harmony Township of,SD,46.927287500000006,-97.11547468683614,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3337,Randall Township of,SD,43.027716,-98.677009,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3339,Firesteel Township of,SD,45.4247065,-101.2851477,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3340,Antelope Township of,SD,46.33301735,-96.96699018585713,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3341,Fairview Township of,SD,43.399399,-99.265805,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3342,Harrison Township of,SD,43.4297135,-98.5273039,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3344,Spring Township of,SD,43.9599896,-102.0837659,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3346,Grandview Township of,SD,43.6438867,-99.2970424,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3349,Twin Township of,SD,45.892556,-102.98908,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3350,Vessey Township of,SD,45.904686,-103.128618,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3354,Harrold Township of,SD,44.524218,-99.739129,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3355,Eagle Township of,SD,45.005482,-102.761296,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3356,Douglas Township of,SD,43.539852,-96.783442,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3359,Webster Township of,SD,45.33218,-97.520089,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3360,Holabird Township of,SD,44.5230396,-99.5981704,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3362,Highmore Township of,SD,44.521373,-99.441501,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3364,Spring Lake Township of,SD,43.9599896,-102.0837659,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3365,Eden Township of,SD,45.6166221,-97.4198154,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3369,Belvidere Township of,SD,43.8319373,-101.271531,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3371,Washington Township of,SD,43.399399,-99.265805,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3373,Capa Township of,SD,44.1088749,-100.9781948,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3374,Kadoka Township of,SD,43.833882,-101.509866,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3377,Murdo Township of,SD,43.888322,-100.712914,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3381,Van Metre Township of,SD,44.1594279,-100.79375,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3385,Edna Township of,SD,43.5275204,-96.788595,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3390,Kennebec Township of,SD,43.903602,-99.861783,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3391,Brule Township of,SD,43.8020591,-99.3392547,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3392,Lund Township of,SD,45.864685,-97.289407,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3393,Liberty Township of,SD,46.5797733,-97.59479266977614,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3394,Cottonwood Valley Township of,SD,45.15674,-103.014321,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3398,White River Township of,SD,43.568053,-100.745417,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3399,Willow Township of,SD,42.239102,-83.574747,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3403,Pine Creek Township of,SD,43.9599896,-102.0837659,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3404,Hudgins Township of,SD,45.675438,-102.153873,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3406,Canton Township of,SD,43.399399,-99.265805,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3410,Arena Township of,SD,43.9568161,-103.2153554,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3413,Fairview Township of,SD,43.399399,-99.265805,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3414,Forest City Township of,SD,43.9599896,-102.0837659,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3415,Gettysburg Township of,SD,45.011647,-99.955673,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3417,Carr Township of,SD,42.7832497,-96.9439679,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3418,Lucas Township of,SD,43.2947832,-99.1785162,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3422,Lowell Township of,SD,43.549392,-96.69643,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3423,Logan Township of,SD,44.4060951,-98.984266,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3424,Roy Township of,SD,43.399399,-99.265805,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3425,Hoven Township of,SD,45.243594,-99.777061,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3428,Pleasant View Township of,SD,45.84263945,-97.64768985,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3429,South Forest City Township of,SD,43.9599896,-102.0837659,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3430,Cheyenne River Indian Reservation,SD,44.9881665,-101.2124836463615,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3432,Flandreau Indian Reservation,SD,44.08485535,-96.58718675730103,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3437,Lower Brule Indian Reservation,SD,44.1009045,-99.86078665525103,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3438,Rosebud Indian Reservation,SD,43.258429,-100.72101349701043,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3443,Bennett County,SD,43.1854085,-101.655263,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3444,Aurora County,SD,43.6963371,-98.5722461,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3445,Bon Homme County,SD,43.0067408,-97.8721324,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3446,Beadle County,SD,44.4157764,-98.2751583,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3447,Brookings County,SD,44.3763598,-96.7925213,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3448,Buffalo County,SD,44.0646363,-99.1707339,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3449,Clark County,SD,44.8684319,-97.7431382,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3450,Butte County,SD,44.9121731,-103.5267067,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3451,Brown County,SD,45.5832968,-98.3674786,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3452,Clay County,SD,42.9190617,-96.9712933,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3453,Brule County,SD,43.6848301,-99.0538876,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3454,Campbell County,SD,45.7560544,-100.0441548,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3455,Charles Mix County,SD,43.2257871,-98.6162758,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3456,Corson County,SD,45.7135207,-101.1797766,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3457,Edmunds County,SD,45.4163408,-99.2220208,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3458,Douglas County,SD,43.3969325,-98.3406673,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3459,Dewey County,SD,45.1788983,-100.8592127,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3460,Custer County,SD,43.6726477,-103.5101597,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3461,Fall River County,SD,43.2264954,-103.5791473,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3462,Codington County,SD,44.9695646,-97.1976513,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3463,Davison County,SD,43.6660467,-98.1383168,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3464,Deuel County,SD,44.7554353,-96.671551,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3465,Faulk County,SD,45.0743643,-99.1739778,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3466,Day County,SD,45.3658879,-97.6152661,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3467,Grant County,SD,45.1690114,-96.7057561,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3468,Hanson County,SD,43.6615541,-97.7945361,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3469,Hand County,SD,44.5405047,-99.0053027,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3470,Gregory County,SD,43.1713788,-99.1674843,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3471,Haakon County,SD,44.2887741,-101.5756888,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3472,Hamlin County,SD,44.6754502,-97.2005816,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3473,Harding County,SD,45.5509163,-103.4791412,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3474,Hutchinson County,SD,43.3271413,-97.7396791,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3475,Hyde County,SD,44.5103405,-99.4936719,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3476,Kingsbury County,SD,44.3631469,-97.4882433,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3477,Jerauld County,SD,44.0797601,-98.6182042,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3478,Jackson County,SD,43.668546,-101.6595883,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3479,Hughes County,SD,44.4047339,-99.946102,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3480,Lawrence County,SD,44.3501591,-103.8248538,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3481,Lake County,SD,44.0188394,-97.1267291,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3482,Jones County,SD,43.9667174,-100.6853793,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3483,Lyman County,SD,43.9176386,-99.8581638,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3484,McCook County,SD,43.6719795,-97.37153,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3485,McPherson County,SD,45.7350535,-99.2473056,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3486,Marshall County,SD,45.7619018,-97.6300108,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3487,Meade County,SD,44.5263375,-102.6463435,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3488,Miner County,SD,44.0129518,-97.6043451,2020,2020-04-05,Biological,COVID-19 PANDEMIC
3489,Lincoln County,SD,43.2724187,-96.7387762,2020,2020-04-05,Biological,COVID-19 PANDEMIC
